user_id,tx_id,timestamp,tx_amount,account_balance,merchant_id,device_type,location,tx_hour,is_weekend,is_holiday,is_business_hours,is_unusual_hour,is_new_device,country_change_flag,amount_balance_ratio,avg_tx_amount,device_change_freq,location_change_freq,account_age_days,tx_amount_zscore,tx_amount_percentile,typing_pattern_similarity,mouse_movement_similarity,device_fingerprint_similarity,distance_from_usual_location,vpn_proxy_flag,is_vpn_detected,ip_address_reputation,transaction_count_24h,transaction_volume_24h,transaction_velocity_10min,time_since_last_tx,merchant_risk_score,is_high_risk_merchant,session_duration,login_frequency_7d,failed_login_attempts,mobility_score,tx_intensity,auth_risk_score,risk_label,risk_flag_manual
user_000001,1,2023-03-29 15:19:44,89.50003806499349,19730.247968151914,merchant_034,desktop_windows,AU,15,0,0,1,0,0,0,0.004536184147784775,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,0.0,50.0,0.9972979271614347,0.8801885372499619,0.9804022702053987,18.05499115131536,0,0,0.7860030176158704,0,0.0,0,0.0,0.21503360896097162,0,33.89602368430247,8,0,0.003883987254077936,0.0,0,legit,0
user_000001,2,2023-02-09 01:16:13,472.1503596258719,19730.247968151914,merchant_130,desktop_windows,AU,1,0,0,0,1,0,0,0.0239302800648023,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,38265032156.08784,100.0,0.9057947443251542,0.8339012001132857,0.9135887930759512,9.1088201911232,0,0,0.9782563208814186,1,89.50003806499349,1,-1166.058611111111,0.3323059214196973,0,29.996116630166966,8,0,0.003883987254077936,0.03226210598997263,0,legit,0
user_000001,3,2023-07-27 02:32:27,1.0,19730.247968151914,merchant_034,desktop_windows,AU,2,0,0,0,1,0,0,5.068360020685881e-05,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,-1.4625635106713886,0.0,0.7591285700118766,0.7646865282490675,0.89862746932878,20.77456018945999,0,0,0.9756639744698203,0,0.0,0,4033.2705555555553,0.21503360896097162,0,46.531960476692404,8,0,0.003883987254077936,0.0,0,legit,0
user_000001,4,2023-10-27 01:06:42,16.765830298520957,19730.247968151914,merchant_026,desktop_windows,AU,1,0,0,0,1,0,0,0.0008497526399862765,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,-0.8352931549211958,33.33333333333333,0.815272231493931,0.8028799584670716,0.9057564138041148,28.552268817778458,0,0,0.778509233386725,0,0.0,0,2206.570833333333,0.029746356980256683,0,34.59290392471753,8,0,0.003883987254077936,0.0,0,legit,0
user_000001,5,2023-01-27 13:14:43,1.0,19730.247968151914,merchant_130,desktop_windows,AU,13,0,0,1,0,0,0,5.068360020685881e-05,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,-0.7496682781703425,25.0,0.6436602399830653,0.8878952655298327,0.9204675456339403,17.4670562107315,0,0,0.961677377648648,4,579.4162279893864,4,-6539.866388888889,0.3323059214196973,0,45.069728946018486,8,0,0.003883987254077936,0.08682490849223229,0,legit,0
user_000001,6,2023-08-25 04:06:08,1.0,19730.247968151914,merchant_130,desktop_windows,AU,4,0,0,0,1,0,0,5.068360020685881e-05,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,-0.635745857508674,40.0,0.9212400596861513,1.0,0.8312331285803882,7.583009265609043,0,0,0.755245843371591,1,16.765830298520957,1,5030.856944444445,0.3323059214196973,0,16.78986716799698,8,0,0.003883987254077936,0.056211774408239906,0,legit,0
user_000001,7,2023-11-18 07:25:54,548.3380490057859,19730.247968151914,merchant_159,desktop_windows,AU,7,1,0,0,0,0,0,0.027791746454018208,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,2.644245192807911,100.0,0.9518289221411691,0.8528236817388397,0.9431285913720311,14.058437055808271,0,0,0.7318402674507033,0,0.0,0,2043.3294444444443,0.28686227332170644,0,55.606090884181214,8,0,0.003883987254077936,0.0,0,legit,0
user_000001,8,2023-03-28 15:36:19,306.11321024470845,19730.247968151914,merchant_159,desktop_windows,AU,15,0,0,1,0,0,0,0.01551491956608092,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,0.6476135919482809,71.42857142857143,0.9912526914349856,0.9060168757637936,0.8696130903148573,9.297067574861389,0,0,0.7645928216246335,5,656.6039173693003,5,-5631.826388888889,0.28686227332170644,0,29.722216615810368,8,0,0.003883987254077936,0.16274867346084929,0,legit,0
user_000001,9,2023-03-25 18:57:27,207.69592623396974,19730.247968151914,merchant_130,desktop_windows,AU,18,1,0,0,0,0,0,0.01052677728983576,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,0.1315618303671129,62.5,0.8980981763603302,0.713790725602346,0.8058826507276832,27.118679020208436,0,0,0.7315911271984057,6,962.7171276140089,6,-68.64777777777778,0.3323059214196973,0,61.61797702596025,8,1,0.003883987254077936,0.0958191287066414,1,legit,0
user_000001,10,2023-11-08 04:02:19,151.5661483789007,19730.247968151914,merchant_159,desktop_windows,AU,4,0,0,0,1,0,0,0.007681918069329645,20.415428375626707,0.0033158475079362276,0.0005681397461417086,1307,-0.15343952103951708,55.55555555555556,0.9279149118455483,0.8531312036934741,0.9384515459167733,39.86820411289846,0,0,0.9055748235097254,1,548.3380490057859,1,5457.081111111111,0.28686227332170644,0,39.62143463081003,8,0,0.003883987254077936,0.02461754512337023,0,legit,0
