user_id,tx_id,timestamp,tx_amount,account_balance,merchant_id,device_type,location,tx_hour,is_weekend,is_holiday,is_business_hours,is_unusual_hour,is_new_device,country_change_flag,amount_balance_ratio,avg_tx_amount,device_change_freq,location_change_freq,account_age_days,tx_amount_zscore,tx_amount_percentile,typing_pattern_similarity,mouse_movement_similarity,device_fingerprint_similarity,distance_from_usual_location,vpn_proxy_flag,is_vpn_detected,ip_address_reputation,transaction_count_24h,transaction_volume_24h,transaction_velocity_10min,time_since_last_tx,merchant_risk_score,is_high_risk_merchant,session_duration,login_frequency_7d,failed_login_attempts,mobility_score,tx_intensity,auth_risk_score,risk_label,risk_flag_manual
user_000001,1,2023-08-09 15:12:32,1.0,8971.184753728332,merchant_030,tablet_ios,IN,15,0,0,1,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,0.0,50.0,0.7588680639496337,0.7678855022655559,0.8281824296389833,50.20359884672563,0,0,0.833872411228833,0,0.0,0,0.0,0.00962135226393177,0,5.138474359787167,7,0,0.019344930406354884,0.0,0,legit,0
user_000001,2,2023-03-19 18:50:08,1.0,8971.184753728332,merchant_159,tablet_ios,IN,18,1,0,0,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,0.0,100.0,1.0,1.0,0.8328620570621332,1.0303662625847,0,0,0.9240510366502602,1,1.0,1,-3428.3733333333334,0.23918956109333014,0,2.7469403110469726,7,0,0.019344930406354884,0.266884422218239,0,legit,0
user_000001,3,2023-09-27 15:52:59,158.50040350035377,8971.184753728332,merchant_171,tablet_ios,IN,15,0,0,1,0,0,0,0.01766772258641565,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,15750040350.035378,100.0,0.7617944324441445,0.7812646366420551,0.8365076766171848,3.1581728571760177,0,0,0.8417994394587696,0,0.0,0,4605.0475,0.05251069761866271,0,8.453821135161236,7,0,0.019344930406354884,0.0,0,legit,0
user_000001,4,2023-01-28 20:52:51,1.0,8971.184753728332,merchant_159,tablet_ios,IN,20,1,0,0,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.7071067810913096,66.66666666666666,0.6817894203830728,0.7718710095948945,0.9036548468954415,25.973556564030968,0,0,0.88045060301288,3,160.50040350035377,3,-5803.002222222222,0.23918956109333014,0,3.7227677420941108,7,1,0.019344930406354884,0.6352207357691864,1,legit,0
user_000001,5,2023-04-08 00:24:27,14.587105498572809,8971.184753728332,merchant_135,tablet_ios,IN,0,1,0,0,1,0,0,0.001625995439733928,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.378124899731462,75.0,0.7046361404334096,0.8426558678928798,0.8046045389932824,23.652288308312293,0,0,0.8846854919786459,2,159.50040350035377,2,1659.5266666666666,0.04076378762921041,0,5.707245804722735,7,0,0.019344930406354884,0.2981849865397435,0,legit,0
user_000001,6,2023-05-08 15:56:52,1.0,8971.184753728332,merchant_159,tablet_ios,IN,15,0,0,1,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.5530936198561011,60.0,0.8329938386744435,0.8772586474054872,0.8552974705088556,24.15496436188192,0,0,0.7853291603751275,2,159.50040350035377,2,735.5402777777778,0.23918956109333014,0,14.24649598748232,7,1,0.019344930406354884,0.13117768185175402,1,legit,0
user_000001,7,2023-10-19 13:11:28,1.0,8971.184753728332,merchant_022,tablet_ios,IN,13,0,0,1,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.49250390576213243,66.66666666666666,0.810717387179894,0.8456475404959194,0.9391115739367588,17.155702726461545,0,0,0.7110132331306764,0,0.0,0,3933.2433333333333,0.0475605838453839,0,10.198806590362931,7,0,0.019344930406354884,0.0,0,legit,0
user_000001,8,2023-12-20 08:14:09,1.0,8971.184753728332,merchant_073,tablet_ios,IN,8,0,0,0,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.44826956157951237,71.42857142857143,0.8115088437855476,0.7215573287584259,0.9619959739932766,0.8270912130619648,0,0,0.957651173665087,0,0.0,0,1483.0447222222222,0.19693449109956415,0,15.460575642767793,7,0,0.019344930406354884,0.0,0,legit,0
user_000001,9,2023-03-20 05:49:32,1.0,8971.184753728332,merchant_073,tablet_ios,IN,5,0,0,0,1,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.41414870228431927,75.0,0.879455572733557,0.7871204280306017,0.9087394353218261,18.092388509391636,0,0,0.8461534153963853,7,178.08750899892658,6,-6602.410277777778,0.19693449109956415,0,12.142574037938108,7,0,0.019344930406354884,0.45653157309063325,0,legit,0
user_000001,10,2023-03-19 04:23:00,23.4576850111994,8971.184753728332,merchant_022,tablet_ios,IN,4,1,0,0,1,0,0,0.0026147811749669546,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,0.07015640239273556,88.88888888888889,0.737292440047477,0.6708167180846514,0.8120071762250729,5.486376100579652,0,0,0.776524028349069,8,179.08750899892658,8,-25.442222222222224,0.0475605838453839,0,13.697717142467887,7,0,0.019344930406354884,0.5443022152661133,0,legit,0
user_000001,11,2023-11-23 20:49:48,248.39579593139814,8971.184753728332,merchant_022,tablet_ios,IN,20,0,0,0,0,0,0,0.02768818196818067,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,4.889790168288547,100.0,0.961705436442501,0.9547087092673158,0.9229523928890717,37.40100516120341,0,0,0.8670759993269873,1,1.0,1,5992.446666666667,0.0475605838453839,0,12.598319649578864,7,1,0.019344930406354884,0.07353849782689656,1,legit,0
user_000001,12,2023-02-02 20:30:35,1.0,8971.184753728332,merchant_159,tablet_ios,IN,20,0,0,0,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.5060366942875867,63.63636363636363,0.7067049695392874,0.9294556877964235,0.9892625910572386,11.170796042869352,0,0,0.9068164238609453,10,450.9409899415241,10,-7056.320277777778,0.23918956109333014,0,8.220662799163367,7,0,0.019344930406354884,1.0845207354190791,0,legit,0
user_000001,13,2023-09-22 00:14:54,1.0,8971.184753728332,merchant_159,tablet_ios,IN,0,0,0,0,1,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.4794051340346614,66.66666666666666,0.6856868190638505,0.8636749535719787,0.8469336705861913,1.9457080600137953,0,0,0.7683267184719662,4,408.89619943175194,4,5547.738611111111,0.23918956109333014,0,5.690453551522448,7,1,0.019344930406354884,0.5978667917199394,1,legit,0
user_000001,14,2023-09-07 21:45:19,1.0,8971.184753728332,merchant_143,tablet_ios,IN,21,0,0,0,0,0,0,0.00011146799753337042,31.773146688520182,0.010007624960412485,0.0093373054459424,2736,-0.45657926394180914,69.23076923076923,0.7490897323724293,0.6687652855923336,0.9493616924946072,7.665257364282952,0,0,0.797957266073885,5,409.89619943175194,5,-338.49305555555554,0.15038400225631865,0,9.90139233575555,7,2,0.019344930406354884,0.4586570087566216,2,legit,0
user_000002,15,2023-05-25 06:55:35,242.85205772493927,7379.942445693667,merchant_173,desktop_windows,IT,6,0,0,0,0,0,0,0.032907039521242874,224.66139654592746,0.021855370474936044,0.0017046619321306484,2030,0.0,50.0,0.813641477729255,0.8291528008634732,0.8244231238954526,14.364025264443754,0,0,0.7329082118216429,0,0.0,0,0.0,0.20810289259028408,0,50.924230953583034,12,0,0.023560032407066694,0.0,0,legit,0
